"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"419",666168,"Thompson, Mason","424","98.8","0.311","0.165","0.368","0.476","0.380","0.337","0.263","32","103","85.5","7.7","2214","94.5","95.26","38","179","240","0.8","6.75","106","153","119","144","302","322","298"
"418",676879,"Ashby, Aaron","532","78.6","0.221","0.126","0.298","0.347","0.286","0.267","0.180","21","95","86.2","-3.2","2294","89.3","88.09","54","191","227","-1.2","5.40","107","151","115","145","300","320","298"
"416",543594,"Nolin, Sean","499","83.4","0.326","0.186","0.362","0.512","0.396","0.304","0.226","28","86","87.4","15.9","2013","85.4","85.88","38","196","220","0.5","6.47","108","153","117","143","298","324","300"
"413",663559,"Falter, Bailey","435","94.9","0.287","0.160","0.358","0.447","0.338","0.306","0.257","27","94","89.0","16.2","1790","89.6","91.41","46","198","215","1.8","7.46","107","151","113","147","294","322","291"
"412",501625,"Álvarez, José","573","71.9","0.191","0.035","0.232","0.226","0.214","0.282","0.252","22","115","86.2","2.0","2101","90.0","87.65","32","194","218","-2.3","6.50","110","153","111","149","295","321","297"
"412",523260,"Kelly, Joe","480","85.8","0.141","0.024","0.200","0.165","0.204","0.271","0.190","12","85","87.0","-1.2","2527","91.6","91.20","46","161","251","-0.4","5.92","110","154","112","150","303","319","295"
"408",455119,"Martin, Chris","471","86.6","0.327","0.139","0.366","0.465","0.349","0.301","0.260","33","101","90.9","4.0","2139","92.2","92.50","46","224","184","0.3","6.46","107","151","129","143","302","322","294"
"407",681911,"Vesia, Alex","453","89.8","0.144","0.144","0.204","0.289","0.232","0.230","0.144","13","90","86.8","19.5","2360","92.1","92.40","76","213","194","0.3","6.41","114","158","117","150","296","316","296"
"407",641632,"Greene, Conner","447","91.1","0.312","0.118","0.389","0.430","0.354","0.333","0.266","29","93","88.9","13.8","2349","90.2","90.27","58","202","205","0.1","6.47","109","151","119","148","297","325","289"
"404",657031,"Taylor, Josh","404","100.0","0.228","0.076","0.328","0.304","0.283","0.308","0.235","21","92","87.6","12.8","2216","90.5","91.44","67","205","199","0.9","6.84","110","154","115","147","291","327","299"
"402",656730,"Megill, Trevor","402","100.0","0.351","0.309","0.441","0.660","0.437","0.355","0.287","33","94","91.2","15.3","2498","92.5","93.48","49","192","210","1.0","6.89","109","157","119","151","300","324","303"
"400",592858,"Wick, Rowan","400","100.0","0.205","0.048","0.296","0.253","0.271","0.298","0.209","17","83","85.4","14.2","2349","89.4","89.60","49","166","234","0.2","6.47","108","154","117","151","297","325","300"
"400",621249,"Underwood Jr., Duane","539","74.2","0.281","0.188","0.307","0.469","0.349","0.364","0.298","27","96","87.2","8.3","2229","89.9","90.23","35","179","221","0.3","6.45","112","152","118","149","302","323","293"
"398",650633,"King, Michael","438","90.9","0.210","0.120","0.273","0.330","0.272","0.317","0.239","21","100","90.5","9.2","2407","91.2","90.57","54","190","208","-0.6","6.23","111","151","117","146","296","323","286"
"396",663753,"Knehr, Reiss","513","77.2","0.232","0.134","0.257","0.366","0.319","0.373","0.262","19","82","90.9","22.6","2359","91.4","92.01","41","192","204","0.6","6.62","113","153","124","145","301","324","311"
"393",519008,"McFarland, T.J.","512","76.8","0.255","0.160","0.276","0.415","0.305","0.312","0.266","27","106","90.6","-6.0","1990","87.8","86.63","27","199","194","-1.2","5.53","109","152","118","146","297","320","296"
"392",650828,"Santana, Edgar","393","99.7","0.206","0.103","0.233","0.309","0.252","0.293","0.246","20","97","88.5","5.6","2150","91.7","90.39","53","196","196","-1.3","5.51","109","152","127","145","301","322","294"
"387",453192,"Miller, Andrew","387","100.0","0.274","0.190","0.357","0.464","0.359","0.317","0.218","23","84","85.7","8.4","2245","82.1","82.40","44","161","226","0.3","6.99","113","153","116","147","295","316","295"
"366",660896,"Alcala, Jorge","457","80.1","0.245","0.106","0.323","0.351","0.278","0.282","0.225","23","94","86.1","9.6","2388","93.4","92.56","56","202","164","-0.8","5.71","105","156","114","149","297","330","294"
"344",542947,"Bleier, Richard","351","98.0","0.225","0.027","0.278","0.252","0.227","0.258","0.237","25","111","88.2","-8.3","1991","88.4","88.73","38","193","151","0.3","6.59","105","150","115","148","300","318","287"
"329",664045,"Eshelman, Thomas","384","85.7","0.315","0.250","0.304","0.565","0.399","0.365","0.291","29","92","88.8","19.6","1863","82.3","81.51","20","150","179","-0.8","6.22","109","153","119","149","296","321","294"
