"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"429",661269,"Gutierrez, Vladimir","458","93.7","0.224","0.122","0.267","0.347","0.294","0.301","0.222","22","98","88.5","18.0","2337","86.6","86.79","45","193","236","0.2","6.47","113","153","118","149","294","315","295"
"429",552640,"Kittredge, Andrew","431","99.5","0.168","0.106","0.207","0.274","0.223","0.280","0.219","19","113","88.4","2.4","2617","92.1","92.62","62","227","201","0.5","6.67","106","154","118","148","303","317","289"
"428",605177,"Chafin, Andrew","429","99.8","0.162","0.076","0.213","0.238","0.216","0.251","0.193","17","105","85.5","7.4","2202","89.7","90.02","56","211","217","0.3","6.72","110","156","115","151","295","321","298"
"427",446321,"Detwiler, Ross","453","94.3","0.207","0.087","0.295","0.293","0.268","0.276","0.197","19","92","84.4","13.0","2089","87.4","85.65","52","185","242","-1.7","5.49","104","148","116","147","297","316","289"
"427",664285,"Valdez, Framber","475","89.9","0.181","0.067","0.227","0.248","0.237","0.269","0.217","19","105","90.0","-6.0","2431","88.3","86.85","49","189","238","-1.4","5.87","110","154","118","150","291","327","295"
"424",647315,"Pop, Zach","424","100.0","0.245","0.138","0.303","0.383","0.312","0.328","0.245","23","94","86.3","3.2","2278","91.7","90.82","58","189","235","-0.9","6.27","107","147","115","146","294","316","290"
"424",459429,"McGee, Jake","424","100.0","0.191","0.155","0.229","0.345","0.250","0.269","0.201","21","110","88.1","22.7","2214","93.2","91.68","56","239","185","-1.5","6.10","112","154","116","149","298","322","291"
"424",650382,"Hernandez, Darwinzon","424","100.0","0.203","0.114","0.292","0.316","0.317","0.312","0.201","16","79","86.7","10.7","2365","91.7","90.10","57","168","256","-1.6","6.75","110","155","117","147","291","323","297"
"422",643316,"Fry, Paul","425","99.3","0.189","0.011","0.315","0.200","0.247","0.259","0.186","17","90","86.1","6.2","2550","90.0","89.75","54","182","240","-0.2","6.17","108","153","119","149","304","324","299"
"422",592426,"Jackson, Luke","422","100.0","0.194","0.097","0.246","0.290","0.253","0.310","0.240","18","93","89.0","4.7","2404","90.5","91.19","56","201","221","0.7","6.64","108","150","120","149","302","319","293"
"420",596112,"Stephenson, Robert","426","98.6","0.255","0.191","0.317","0.447","0.347","0.345","0.241","24","94","89.1","14.7","2783","88.8","88.30","56","184","236","-0.5","6.13","111","152","120","146","301","330","302"
"419",451584,"Davis, Wade","421","99.5","0.302","0.267","0.313","0.570","0.390","0.395","0.293","26","86","89.8","17.3","2513","89.2","88.62","49","198","221","-0.6","6.20","108","158","118","146","295","320","299"
"418",543022,"Chatwood, Tyler","434","96.3","0.200","0.071","0.271","0.271","0.292","0.318","0.219","17","85","88.7","4.9","2605","92.3","92.14","51","158","260","-0.2","6.13","107","154","118","148","297","314","284"
"417",606303,"Payamps, Joel","467","89.3","0.226","0.129","0.250","0.355","0.286","0.272","0.204","21","93","85.6","14.0","2405","90.3","89.69","48","195","222","-0.6","5.86","109","156","122","148","296","314","288"
"417",595014,"Treinen, Blake","417","100.0","0.226","0.104","0.300","0.330","0.277","0.246","0.197","24","106","83.6","6.6","2388","93.0","90.82","68","201","216","-2.2","5.60","112","156","113","149","300","318","291"
"417",614179,"Ruiz, José","439","95.0","0.210","0.160","0.261","0.370","0.277","0.312","0.244","21","100","92.7","16.3","2351","92.5","92.02","48","200","217","-0.5","6.03","113","149","120","149","295","318","294"
"416",570666,"Cessa, Luis","454","91.6","0.242","0.081","0.324","0.323","0.298","0.314","0.242","24","99","86.8","8.2","2418","86.1","85.45","52","182","234","-0.6","5.83","107","153","120","146","298","324","286"
"416",605447,"Romano, Jordan","416","100.0","0.161","0.046","0.255","0.207","0.227","0.237","0.165","14","87","89.1","8.5","2421","93.1","94.75","67","184","232","1.7","7.23","108","153","117","147","294","319","286"
"413",676477,"Whitlock, Garrett","561","73.6","0.265","0.112","0.343","0.378","0.307","0.299","0.245","26","98","89.0","6.3","2099","93.2","92.69","53","201","212","-0.5","7.25","110","153","119","147","291","324","296"
"413",544727,"Familia, Jeurys","427","96.7","0.250","0.091","0.344","0.341","0.321","0.297","0.219","22","88","86.5","-1.9","2261","94.6","93.79","49","196","217","-0.8","5.78","113","152","115","149","299","325","299"
"413",572193,"Tepera, Ryan","470","87.9","0.140","0.090","0.185","0.230","0.199","0.249","0.173","14","100","87.1","9.8","2308","90.0","90.26","78","212","201","0.3","6.42","112","154","114","149","296","319","294"
"411",624522,"Thompson, Keegan","425","96.7","0.213","0.146","0.276","0.360","0.300","0.339","0.244","19","89","89.7","8.1","2515","90.0","89.80","51","191","220","-0.2","6.20","109","155","114","149","293","321","297"
"410",593144,"Rodríguez, Richard","410","100.0","0.178","0.069","0.224","0.248","0.197","0.239","0.193","18","101","91.3","25.9","2573","91.6","92.23","48","213","197","0.6","6.84","111","154","120","149","302","322","291"
"407",663765,"Woodford, Jake","416","97.8","0.221","0.156","0.241","0.377","0.331","0.337","0.215","17","77","87.8","12.1","2254","87.5","87.60","42","175","232","0.1","6.37","113","152","119","146","297","315","293"
"401",542914,"Bass, Anthony","402","99.8","0.226","0.183","0.246","0.409","0.307","0.330","0.250","21","93","89.1","12.1","2110","90.3","89.45","49","174","227","-0.8","6.26","108","151","116","148","300","319","289"
"400",542888,"Armstrong, Shawn","400","100.0","0.318","0.261","0.371","0.580","0.408","0.362","0.268","28","88","89.5","18.2","2689","90.6","89.23","61","196","204","-1.4","6.57","111","152","120","149","302","324","298"
"398",641302,"Alexander, Tyler","468","85.0","0.266","0.211","0.291","0.477","0.326","0.324","0.251","29","109","88.1","16.2","2314","88.1","87.30","48","217","181","-0.8","6.28","108","154","119","148","294","323","302"
"397",656232,"Bielak, Brandon","436","91.1","0.260","0.146","0.293","0.406","0.316","0.316","0.252","25","96","88.0","12.9","2420","89.6","88.35","39","188","209","-1.3","5.52","113","153","118","150","292","327","295"
"396",468504,"Chacín, Jhoulys","414","95.7","0.292","0.260","0.329","0.552","0.386","0.317","0.236","28","96","85.2","6.1","2278","87.5","87.29","31","179","217","-0.2","5.93","107","150","119","143","300","329","301"
"393",650530,"Garcia, Bryan","478","82.2","0.223","0.106","0.264","0.330","0.302","0.378","0.276","21","94","91.0","13.9","2200","91.6","91.01","40","183","210","-0.6","5.97","105","151","119","148","302","328","299"
"387",657031,"Taylor, Josh","387","100.0","0.264","0.077","0.383","0.341","0.307","0.323","0.263","24","91","88.6","11.3","2288","90.4","90.71","66","186","201","0.3","6.75","107","149","115","144","287","319","298"
"386",656322,"Coonrod, Sam","412","93.7","0.243","0.165","0.278","0.408","0.299","0.294","0.234","25","103","87.0","6.9","2307","96.0","96.29","43","194","192","0.3","6.51","109","152","114","148","301","325","293"
"378",502179,"Espino, Paolo","386","97.9","0.182","0.172","0.189","0.354","0.237","0.323","0.255","18","99","89.4","15.9","2470","83.1","83.12","29","186","192","0.0","6.58","113","155","127","147","305","322","300"
"332",542947,"Bleier, Richard","334","99.4","0.237","0.165","0.260","0.402","0.269","0.282","0.245","23","97","86.3","-4.4","1983","87.4","86.68","39","194","138","-0.7","6.53","107","149","113","147","296","315","290"
